Country/Region,Date,Confirmed,Active,Recovered,Deaths,Latitude,Longitude
Guinea-Bissau,2020-08-31,0.0,0.0,0.0,0.0,12.0,-15.0
Gabon,2020-08-31,28.0,-49.0,77.0,0.0,-1.0,12.0
Guinea,2020-08-31,38.0,-22.0,60.0,0.0,10.0,-10.0
Guatemala,2020-08-31,162.0,-245.0,387.0,20.0,16.0,-90.0
Sudan,2020-08-31,0.0,0.0,0.0,0.0,13.0,30.0
Grenada,2020-08-31,0.0,0.0,0.0,0.0,12.0,-62.0
Zambia,2020-08-31,72.0,56.0,15.0,1.0,-13.0,28.0
Sweden,2020-08-31,421.0,434.0,0.0,-13.0,63.0,16.0
Gambia,2020-08-31,0.0,0.0,0.0,0.0,13.0,-15.0
Greece,2020-08-31,183.0,179.0,0.0,4.0,39.0,22.0
Ghana,2020-08-31,93.0,-93.0,186.0,0.0,7.94,-1.0
Suriname,2020-08-31,25.0,-46.0,67.0,4.0,4.0,-56.0
Georgia,2020-08-31,18.0,-1.0,19.0,0.0,42.0,43.0
Sri Lanka,2020-08-31,37.0,29.0,8.0,0.0,8.0,81.0
Netherlands,2020-08-31,553.0,529.0,24.0,0.0,52.0,6.0
Indonesia,2020-08-31,2743.0,895.0,1774.0,74.0,-1.0,114.0
Syria,2020-08-31,62.0,44.0,15.0,3.0,35.0,39.0
Kosovo,2020-08-31,0.0,0.0,0.0,0.0,43.0,21.0
Slovakia,2020-08-31,41.0,-58.0,99.0,0.0,49.0,20.0
Kenya,2020-08-31,144.0,-64.0,205.0,3.0,0.0,38.0
Tajikistan,2020-08-31,67.0,0.0,67.0,0.0,39.0,71.0
El Salvador,2020-08-31,94.0,-189.0,279.0,4.0,14.0,-89.0
Kazakhstan,2020-08-31,77.0,77.0,0.0,0.0,48.0,67.0
Jordan,2020-08-31,68.0,28.0,40.0,0.0,31.0,37.0
Slovenia,2020-08-31,18.0,5.0,13.0,0.0,46.0,15.0
Japan,2020-08-31,438.0,-213.0,638.0,13.0,36.0,138.0
Jamaica,2020-08-31,102.0,102.0,0.0,0.0,18.0,-77.0
Somalia,2020-08-31,0.0,0.0,0.0,0.0,5.0,46.0
Taiwan,2020-08-31,0.0,0.0,0.0,0.0,24.0,121.0
Ethiopia,2020-08-31,1009.0,381.0,612.0,16.0,9.0,40.0
Equatorial Guinea,2020-08-31,0.0,0.0,0.0,0.0,2.0,10.0
Italy,2020-08-31,996.0,1873.0,-883.0,6.0,43.0,12.0
Eritrea,2020-08-31,1.0,1.0,0.0,0.0,15.0,40.0
Israel,2020-08-31,2576.0,343.0,2213.0,20.0,31.0,35.0
South Africa,2020-08-31,1985.0,-455.0,2319.0,121.0,-31.0,23.0
Estonia,2020-08-31,2.0,2.0,0.0,0.0,59.0,26.0
Cape Verde,2020-08-31,32.0,-17.0,49.0,0.0,16.5,-23.0
Albania,2020-08-31,133.0,54.0,75.0,4.0,41.0,20.0
Ireland,2020-08-31,51.0,51.0,0.0,0.0,53.0,-8.0
Eswatini,2020-08-31,16.0,-35.0,51.0,0.0,-27.0,31.0
Iraq,2020-08-31,3757.0,-48.0,3722.0,83.0,33.0,44.0
Iran,2020-08-31,1642.0,-279.0,1812.0,109.0,32.0,54.0
South Korea,2020-08-31,235.0,10.0,225.0,0.0,36.0,128.0
Ivory Coast,2020-08-31,119.0,-29.0,146.0,2.0,8.0,-6.0
New Zealand,2020-08-31,14.0,1.0,13.0,0.0,-41.0,175.0
Germany,2020-08-31,1497.0,-18.0,1512.0,3.0,51.0,9.0
Norway,2020-08-31,139.0,139.0,0.0,0.0,60.0,9.0
China,2020-08-31,19.0,-30.0,48.0,1.0,35.0,103.0
US,2020-08-31,34156.0,2739.0,30886.0,531.0,40.0,-90.0
Peru,2020-08-31,7731.0,-1232.0,8782.0,181.0,-10.0,-76.0
North Macedonia,2020-08-31,11.0,-87.0,95.0,3.0,41.61,21.75
Central African Republic,2020-08-31,11.0,4.0,6.0,1.0,7.0,21.0
Pakistan,2020-08-31,213.0,72.0,135.0,6.0,30.0,70.0
Zimbabwe,2020-08-31,85.0,-81.0,160.0,6.0,-19.0,29.0
Russia,2020-08-31,4932.0,2451.0,2398.0,83.0,60.0,90.0
Nigeria,2020-08-31,143.0,18.0,125.0,0.0,9.0,9.0
Paraguay,2020-08-31,557.0,264.0,275.0,18.0,-23.0,-58.0
Niger,2020-08-31,1.0,-2.0,3.0,0.0,18.0,8.0
Oman,2020-08-31,178.0,-181.0,351.0,8.0,22.0,56.0
Romania,2020-08-31,755.0,508.0,204.0,43.0,46.0,25.0
Portugal,2020-08-31,244.0,165.0,76.0,3.0,39.0,-8.0
Philippines,2020-08-31,3423.0,3226.0,159.0,38.0,13.0,122.0
Panama,2020-08-31,917.0,484.0,426.0,7.0,9.0,-81.0
Chile,2020-08-31,1752.0,412.0,1295.0,45.0,-34.0,-71.0
Colombia,2020-08-31,7190.0,-1960.0,8851.0,299.0,4.0,-72.0
Poland,2020-08-31,502.0,50.0,446.0,6.0,52.0,19.0
Rwanda,2020-08-31,43.0,-52.0,95.0,0.0,-2.0,30.0
Chad,2020-08-31,1.0,-1.0,2.0,0.0,15.0,19.0
Qatar,2020-08-31,203.0,-34.0,237.0,0.0,25.35,51.0
Turkey,2020-08-31,1587.0,456.0,1087.0,44.0,39.0,35.0
Nicaragua,2020-08-31,0.0,0.0,0.0,0.0,13.0,-85.0
Papua New Guinea,2020-08-31,0.0,0.0,0.0,0.0,-6.0,144.0
Comoros,2020-08-31,0.0,0.0,0.0,0.0,-12.0,44.0
Kyrgyzstan,2020-09-01,60.0,-131.0,190.0,1.0,41.0,75.0
Panama,2020-09-01,570.0,-247.0,801.0,16.0,9.0,-81.0
Belarus,2020-09-01,119.0,-24.0,138.0,5.0,54.0,28.0
Andorra,2020-09-01,8.0,8.0,0.0,0.0,42.0,1.5
Rwanda,2020-09-01,79.0,48.0,31.0,0.0,-2.0,30.0
Slovenia,2020-09-01,41.0,14.0,27.0,0.0,46.0,15.0
Antigua and Barbuda,2020-09-01,0.0,0.0,0.0,0.0,17.0,-62.0
Singapore,2020-09-01,40.0,-51.0,91.0,0.0,1.0,104.0
Japan,2020-09-01,627.0,-553.0,1165.0,15.0,36.0,138.0
Egypt,2020-09-01,176.0,-742.0,899.0,19.0,27.0,31.0
Burkina Faso,2020-09-01,2.0,-15.0,17.0,0.0,12.0,-2.0
Kosovo,2020-09-01,0.0,0.0,0.0,0.0,43.0,21.0
Jordan,2020-09-01,63.0,7.0,56.0,0.0,31.0,37.0
Slovakia,2020-09-01,72.0,-29.0,101.0,0.0,49.0,20.0
Kenya,2020-09-01,114.0,-204.0,318.0,0.0,0.0,38.0
Uzbekistan,2020-09-01,234.0,-32.0,263.0,3.0,41.0,65.0
Ecuador,2020-09-01,542.0,473.0,54.0,15.0,-2.0,-78.0
Belgium,2020-09-01,251.0,214.0,35.0,2.0,51.0,5.0
Kazakhstan,2020-09-01,72.0,-1067.0,1074.0,65.0,48.0,67.0
Tajikistan,2020-09-01,36.0,-1.0,37.0,0.0,39.0,71.0
El Salvador,2020-09-01,91.0,-194.0,278.0,7.0,14.0,-89.0
Kuwait,2020-09-01,702.0,266.0,433.0,3.0,29.0,48.0
Chile,2020-09-01,1419.0,-524.0,1911.0,32.0,-34.0,-71.0
Tanzania,2020-09-01,0.0,0.0,0.0,0.0,-6.0,35.0
Pakistan,2020-09-01,300.0,8.0,288.0,4.0,30.0,70.0
Liechtenstein,2020-09-01,0.0,0.0,0.0,0.0,47.0,10.0
Bangladesh,2020-09-01,1950.0,-1375.0,3290.0,35.0,24.0,90.0
Djibouti,2020-09-01,0.0,-4.0,4.0,0.0,12.0,43.0
Thailand,2020-09-01,8.0,8.0,0.0,0.0,16.0,101.0
Romania,2020-09-01,1053.0,408.0,585.0,60.0,46.0,25.0
Lithuania,2020-09-01,23.0,6.0,17.0,0.0,55.0,24.0
Germany,2020-09-01,1213.0,-399.0,1608.0,4.0,51.0,9.0
Afghanistan,2020-09-01,31.0,-115.0,142.0,4.0,33.0,65.0
Luxembourg,2020-09-01,0.0,0.0,0.0,0.0,50.0,6.0
Ukraine,2020-09-01,2147.0,1356.0,742.0,49.0,49.0,32.0
Bahrain,2020-09-01,468.0,120.0,348.0,0.0,26.0,51.0
Madagascar,2020-09-01,94.0,8.0,83.0,3.0,-19.0,47.0
Senegal,2020-09-01,44.0,-1.0,45.0,0.0,15.0,-14.0
Denmark,2020-09-01,99.0,3.0,95.0,1.0,56.0,10.0
Serbia,2020-09-01,76.0,74.0,0.0,2.0,44.0,21.0
Laos,2020-09-01,0.0,0.0,0.0,0.0,18.0,105.0
Dominica,2020-09-01,0.0,0.0,0.0,0.0,15.0,-61.0
Libya,2020-09-01,658.0,436.0,217.0,5.0,26.0,17.0
Latvia,2020-09-01,8.0,-2.0,10.0,0.0,57.0,25.0
East Timor,2020-09-01,0.0,0.0,0.0,0.0,-9.0,126.0
China,2020-09-01,19.0,-40.0,58.0,1.0,35.0,103.0
Jamaica,2020-09-01,0.0,0.0,0.0,0.0,18.0,-77.0
Barbados,2020-09-01,2.0,2.0,0.0,0.0,13.0,-60.0
Lebanon,2020-09-01,469.0,288.0,177.0,4.0,34.0,36.0
Oman,2020-09-01,206.0,-12.0,214.0,4.0,22.0,56.0
Sierra Leone,2020-09-01,6.0,5.0,0.0,1.0,8.0,-13.0
Burma,2020-09-01,37.0,34.0,3.0,0.0,22.0,96.0
Liberia,2020-09-01,1.0,-285.0,286.0,0.0,6.0,-9.0
Venezuela,2020-09-01,1028.0,108.0,915.0,5.0,6.0,-67.0
Dominican Republic,2020-09-01,264.0,-418.0,654.0,28.0,19.0,-70.0
Seychelles,2020-09-01,0.0,0.0,0.0,0.0,-5.0,56.0
Western Sahara,2020-09-01,0.0,0.0,0.0,0.0,25.0,-13.0
Lesotho,2020-09-01,0.0,0.0,0.0,0.0,-29.0,28.0
Qatar,2020-09-01,216.0,-13.0,228.0,1.0,25.35,51.0
Armenia,2020-09-01,97.0,-539.0,634.0,2.0,40.0,45.0
Bulgaria,2020-09-01,188.0,43.0,132.0,13.0,43.0,25.0
Bosnia and Herzegovina,2020-09-01,270.0,-81.0,340.0,11.0,44.0,18.0
Sri Lanka,2020-09-01,43.0,32.0,11.0,0.0,8.0,81.0
Angola,2020-09-01,75.0,61.0,13.0,1.0,-12.0,18.0
France,2020-09-01,4982.0,4710.0,246.0,26.0,47.0,2.0
Guinea-Bissau,2020-09-01,0.0,0.0,0.0,0.0,12.0,-15.0
Guyana,2020-09-01,67.0,41.0,24.0,2.0,5.0,-59.0
Gabon,2020-09-01,0.0,0.0,0.0,0.0,-1.0,12.0
Yemen,2020-09-01,4.0,-29.0,29.0,4.0,15.0,44.0
Switzerland,2020-09-01,216.0,11.0,200.0,5.0,47.0,8.0
Haiti,2020-09-01,6.0,4.0,0.0,2.0,19.0,-72.0
Bolivia,2020-09-01,669.0,-1121.0,1716.0,74.0,-16.0,-64.0
Brunei,2020-09-01,0.0,0.0,0.0,0.0,5.0,115.0
Spain,2020-09-01,8115.0,8057.0,0.0,58.0,40.0,-4.0
Holy See,2020-09-01,0.0,0.0,0.0,0.0,42.0,12.0
Finland,2020-09-01,56.0,56.0,0.0,0.0,62.0,26.0
Peru,2020-09-01,4871.0,-11427.0,16142.0,156.0,-10.0,-76.0
United Kingdom,2020-09-01,1332.0,1302.0,27.0,3.0,55.0,0.0
Portugal,2020-09-01,231.0,86.0,143.0,2.0,39.0,-8.0
Botswana,2020-09-01,91.0,-178.0,269.0,0.0,-25.0,26.0
Georgia,2020-09-01,23.0,10.0,13.0,0.0,42.0,43.0
Suriname,2020-09-01,55.0,23.0,31.0,1.0,4.0,-56.0
Ghana,2020-09-01,162.0,4.0,158.0,0.0,7.94,-1.0
Poland,2020-09-01,550.0,139.0,392.0,19.0,52.0,19.0
Gambia,2020-09-01,66.0,66.0,0.0,0.0,13.0,-15.0
Guinea,2020-09-01,70.0,-10.0,80.0,0.0,10.0,-10.0
Sweden,2020-09-01,142.0,137.0,0.0,5.0,63.0,16.0
Zambia,2020-09-01,284.0,272.0,10.0,2.0,-13.0,28.0
Philippines,2020-09-01,3445.0,2956.0,450.0,39.0,13.0,122.0
Grenada,2020-09-01,0.0,0.0,0.0,0.0,12.0,-62.0
Brazil,2020-09-01,42659.0,-35205.0,76649.0,1215.0,-10.0,-52.0
Sudan,2020-09-01,0.0,0.0,0.0,0.0,13.0,30.0
Guatemala,2020-09-01,819.0,-66.0,867.0,18.0,16.0,-90.0
Greece,2020-09-01,207.0,202.0,0.0,5.0,39.0,22.0
Somalia,2020-09-01,0.0,0.0,0.0,0.0,5.0,46.0
Honduras,2020-09-01,755.0,706.0,34.0,15.0,15.0,-86.0
Hungary,2020-09-01,118.0,57.0,60.0,1.0,47.0,20.0
Ireland,2020-09-01,214.0,214.0,0.0,0.0,53.0,-8.0
Albania,2020-09-01,93.0,-140.0,227.0,6.0,41.0,20.0
Zimbabwe,2020-09-01,62.0,41.0,20.0,1.0,-19.0,29.0
Estonia,2020-09-01,20.0,-4.0,24.0,0.0,59.0,26.0
South Africa,2020-09-01,1218.0,-7966.0,9070.0,114.0,-31.0,23.0
Papua New Guinea,2020-09-01,1.0,1.0,0.0,0.0,-6.0,144.0
Paraguay,2020-09-01,676.0,354.0,300.0,22.0,-23.0,-58.0
Israel,2020-09-01,1942.0,719.0,1205.0,18.0,31.0,35.0
Belize,2020-09-01,43.0,3.0,40.0,0.0,17.0,-89.0
Norway,2020-09-01,89.0,89.0,0.0,0.0,60.0,9.0
Chad,2020-09-01,4.0,0.0,4.0,0.0,15.0,19.0
Ivory Coast,2020-09-01,36.0,-79.0,115.0,0.0,8.0,-6.0
Equatorial Guinea,2020-09-01,24.0,24.0,0.0,0.0,2.0,10.0
Taiwan,2020-09-01,0.0,0.0,0.0,0.0,24.0,121.0
Eritrea,2020-09-01,0.0,0.0,0.0,0.0,15.0,40.0
Bhutan,2020-09-01,2.0,2.0,0.0,0.0,28.0,90.0
Eswatini,2020-09-01,41.0,5.0,33.0,3.0,-27.0,31.0
Iraq,2020-09-01,3404.0,-548.0,3871.0,81.0,33.0,44.0
Fiji,2020-09-01,1.0,1.0,0.0,0.0,-18.0,178.0
Iceland,2020-09-01,9.0,-1.0,10.0,0.0,65.0,-19.0
South Sudan,2020-09-01,0.0,0.0,0.0,0.0,8.0,30.0
India,2020-09-01,78357.0,15286.0,62026.0,1045.0,21.0,78.0
United Arab Emirates,2020-09-01,574.0,14.0,560.0,0.0,23.0,54.0
Canada,2020-09-01,504.0,86.0,412.0,6.0,60.0,-110.0
Benin,2020-09-01,0.0,0.0,0.0,0.0,9.0,2.0
Indonesia,2020-09-01,2775.0,589.0,2098.0,88.0,-1.0,114.0
Ethiopia,2020-09-01,1173.0,661.0,493.0,19.0,9.0,40.0
US,2020-09-01,43253.0,24348.0,17838.0,1067.0,40.0,-90.0
Syria,2020-09-01,65.0,44.0,17.0,4.0,35.0,39.0
South Korea,2020-09-01,267.0,107.0,158.0,2.0,36.0,128.0
Central African Republic,2020-09-01,0.0,0.0,0.0,0.0,7.0,21.0
Iran,2020-09-01,1682.0,-310.0,1891.0,101.0,32.0,54.0
Uruguay,2020-09-01,16.0,6.0,10.0,0.0,-33.0,-56.0
Italy,2020-09-01,975.0,676.0,291.0,8.0,43.0,12.0
Cape Verde,2020-09-01,86.0,-421.0,507.0,0.0,16.5,-23.0
Turkey,2020-09-01,1572.0,522.0,1003.0,47.0,39.0,35.0
Mauritania,2020-09-01,27.0,27.0,0.0,0.0,21.0,-11.0
Argentina,2020-09-01,10504.0,3064.0,7181.0,259.0,-34.0,-64.0
Saint Lucia,2020-09-01,0.0,-1.0,1.0,0.0,14.0,-61.0
Burundi,2020-09-01,0.0,0.0,0.0,0.0,-4.0,30.0
Togo,2020-09-01,16.0,-14.0,30.0,0.0,9.0,1.0
Croatia,2020-09-01,145.0,-157.0,301.0,1.0,45.0,15.0
North Macedonia,2020-09-01,114.0,-255.0,368.0,1.0,41.61,21.75
Mozambique,2020-09-01,123.0,123.0,0.0,0.0,-19.0,36.0
Cyprus,2020-09-01,2.0,1.0,0.0,1.0,35.0,33.0
Malta,2020-09-01,26.0,-27.0,53.0,0.0,36.0,14.0
Namibia,2020-09-01,142.0,84.0,52.0,6.0,-23.0,19.0
Costa Rica,2020-09-01,897.0,676.0,214.0,7.0,10.0,-84.0
Mali,2020-09-01,1.0,-8.0,9.0,0.0,18.0,-4.0
Niger,2020-09-01,0.0,0.0,0.0,0.0,18.0,8.0
West Bank and Gaza,2020-09-01,552.0,263.0,282.0,7.0,32.0,35.0
Saudi Arabia,2020-09-01,898.0,148.0,718.0,32.0,24.0,45.0
Saint Kitts and Nevis,2020-09-01,0.0,0.0,0.0,0.0,17.0,-63.0
Australia,2020-09-01,104.0,-241.0,339.0,6.0,-25.0,133.0
Colombia,2020-09-01,8932.0,-1548.0,10092.0,388.0,4.0,-72.0
Morocco,2020-09-01,1191.0,-179.0,1327.0,43.0,32.0,-7.0
Montenegro,2020-09-01,82.0,43.0,37.0,2.0,43.0,19.0
Uganda,2020-09-01,65.0,-136.0,201.0,0.0,1.0,32.0
Cuba,2020-09-01,33.0,15.0,17.0,1.0,22.0,-78.0
Moldova,2020-09-01,288.0,275.0,0.0,13.0,47.0,28.0
San Marino,2020-09-01,0.0,0.0,0.0,0.0,44.0,12.0
Monaco,2020-09-01,0.0,0.0,0.0,0.0,43.73,7.42
Azerbaijan,2020-09-01,143.0,11.0,130.0,2.0,40.0,48.0
Cruise Ship,2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,2020-09-01,239.0,-143.0,372.0,10.0,9.0,9.0
Mexico,2020-09-01,6476.0,149.0,5500.0,827.0,23.0,-102.0
Trinidad and Tobago,2020-09-01,38.0,24.0,9.0,5.0,11.0,-61.0
Austria,2020-09-01,204.0,-136.0,339.0,1.0,48.0,14.0
Saint Vincent and the Grenadines,2020-09-01,1.0,1.0,0.0,0.0,13.0,-61.0
Vietnam,2020-09-01,0.0,-28.0,28.0,0.0,14.0,108.0
Cambodia,2020-09-01,0.0,0.0,0.0,0.0,12.0,105.0
Mongolia,2020-09-01,2.0,1.0,1.0,0.0,47.0,104.0
Russia,2020-09-01,4670.0,-1716.0,6264.0,122.0,60.0,90.0
Mauritius,2020-09-01,0.0,0.0,0.0,0.0,-20.0,58.0
Sao Tome and Principe,2020-09-01,0.0,-2.0,2.0,0.0,1.0,7.0
Czech Republic,2020-09-01,499.0,189.0,309.0,1.0,50.0,16.0
Comoros,2020-09-01,4.0,-7.0,11.0,0.0,-12.0,44.0
Malaysia,2020-09-01,14.0,-8.0,21.0,1.0,4.0,102.0
Nicaragua,2020-09-01,174.0,170.0,0.0,4.0,13.0,-85.0
Netherlands,2020-09-01,570.0,432.0,130.0,8.0,52.0,6.0
Bahamas,2020-09-01,59.0,59.0,0.0,0.0,25.0,-78.0
Maldives,2020-09-01,199.0,88.0,110.0,1.0,3.0,73.0
New Zealand,2020-09-01,5.0,-3.0,8.0,0.0,-41.0,175.0
Congo,2020-09-01,7.0,-183.0,189.0,1.0,-4.0,38.0
Cameroon,2020-09-01,267.0,264.0,0.0,3.0,4.0,12.0
Tunisia,2020-09-01,160.0,106.0,51.0,3.0,34.0,10.0
Nepal,2020-09-01,1069.0,290.0,768.0,11.0,28.0,84.0
Malawi,2020-09-01,10.0,-250.0,260.0,0.0,-14.0,34.0
Algeria,2020-09-01,339.0,82.0,249.0,8.0,28.0,2.0
Central African Republic,2020-09-02,1.0,-12.0,13.0,0.0,7.0,21.0
Ghana,2020-09-02,198.0,-159.0,357.0,0.0,7.94,-1.0
Philippines,2020-09-02,2176.0,1552.0,598.0,26.0,13.0,122.0
South Africa,2020-09-02,2336.0,-1253.0,3463.0,126.0,-31.0,23.0
Montenegro,2020-09-02,102.0,54.0,46.0,2.0,43.0,19.0
Estonia,2020-09-02,20.0,2.0,18.0,0.0,59.0,26.0
Saint Vincent and the Grenadines,2020-09-02,0.0,0.0,0.0,0.0,13.0,-61.0
Zimbabwe,2020-09-02,79.0,67.0,9.0,3.0,-19.0,29.0
Gambia,2020-09-02,38.0,37.0,0.0,1.0,13.0,-15.0
New Zealand,2020-09-02,2.0,-14.0,16.0,0.0,-41.0,175.0
Albania,2020-09-02,122.0,-25.0,141.0,6.0,41.0,20.0
Ireland,2020-09-02,89.0,89.0,0.0,0.0,53.0,-8.0
Cambodia,2020-09-02,0.0,-5.0,5.0,0.0,12.0,105.0
Papua New Guinea,2020-09-02,11.0,11.0,0.0,0.0,-6.0,144.0
Mongolia,2020-09-02,0.0,0.0,0.0,0.0,47.0,104.0
Eswatini,2020-09-02,50.0,27.0,23.0,0.0,-27.0,31.0
Iran,2020-09-02,1858.0,56.0,1677.0,125.0,32.0,54.0
Iraq,2020-09-02,3946.0,136.0,3732.0,78.0,33.0,44.0
Benin,2020-09-02,49.0,49.0,0.0,0.0,9.0,2.0
Netherlands,2020-09-02,858.0,709.0,142.0,7.0,52.0,6.0
Greece,2020-09-02,233.0,231.0,0.0,2.0,39.0,22.0
Sweden,2020-09-02,11.0,4.0,0.0,7.0,63.0,16.0
Bosnia and Herzegovina,2020-09-02,283.0,85.0,191.0,7.0,44.0,18.0
Poland,2020-09-02,595.0,-260.0,835.0,20.0,52.0,19.0
Qatar,2020-09-02,212.0,-5.0,216.0,1.0,25.35,51.0
Germany,2020-09-02,1396.0,-120.0,1501.0,15.0,51.0,9.0
Botswana,2020-09-02,0.0,0.0,0.0,0.0,-25.0,26.0
Moldova,2020-09-02,532.0,199.0,317.0,16.0,47.0,28.0
Armenia,2020-09-02,197.0,-81.0,275.0,3.0,40.0,45.0
Somalia,2020-09-02,0.0,0.0,0.0,0.0,5.0,46.0
Bulgaria,2020-09-02,163.0,12.0,145.0,6.0,43.0,25.0
Ivory Coast,2020-09-02,58.0,-61.0,119.0,0.0,8.0,-6.0
Taiwan,2020-09-02,1.0,-8.0,9.0,0.0,24.0,121.0
Uganda,2020-09-02,75.0,36.0,39.0,0.0,1.0,32.0
Georgia,2020-09-02,38.0,21.0,17.0,0.0,42.0,43.0
Trinidad and Tobago,2020-09-02,123.0,116.0,6.0,1.0,11.0,-61.0
Chad,2020-09-02,0.0,-20.0,20.0,0.0,15.0,19.0
Equatorial Guinea,2020-09-02,0.0,-506.0,506.0,0.0,2.0,10.0
Cape Verde,2020-09-02,78.0,40.0,37.0,1.0,16.5,-23.0
Turkey,2020-09-02,1596.0,604.0,947.0,45.0,39.0,35.0
Austria,2020-09-02,327.0,72.0,255.0,0.0,48.0,14.0
Cruise Ship,2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,2020-09-02,60.0,-41.0,101.0,0.0,4.0,-56.0
Belize,2020-09-02,51.0,24.0,27.0,0.0,17.0,-89.0
Nigeria,2020-09-02,216.0,-217.0,429.0,4.0,9.0,9.0
Rwanda,2020-09-02,76.0,48.0,27.0,1.0,-2.0,30.0
Eritrea,2020-09-02,0.0,0.0,0.0,0.0,15.0,40.0
Israel,2020-09-02,2926.0,1894.0,1020.0,12.0,31.0,35.0
Monaco,2020-09-02,-12.0,16.0,-25.0,-3.0,43.73,7.42
Russia,2020-09-02,4893.0,-662.0,5440.0,115.0,60.0,90.0
Ethiopia,2020-09-02,1105.0,671.0,416.0,18.0,9.0,40.0
Syria,2020-09-02,68.0,49.0,15.0,4.0,35.0,39.0
Peru,2020-09-02,5092.0,-3610.0,8578.0,124.0,-10.0,-76.0
Brunei,2020-09-02,0.0,0.0,0.0,0.0,5.0,115.0
Namibia,2020-09-02,152.0,76.0,75.0,1.0,-23.0,19.0
Spain,2020-09-02,8581.0,8539.0,0.0,42.0,40.0,-4.0
Haiti,2020-09-02,28.0,-17.0,42.0,3.0,19.0,-72.0
Bolivia,2020-09-02,661.0,-1391.0,1950.0,102.0,-16.0,-64.0
Switzerland,2020-09-02,370.0,170.0,200.0,0.0,47.0,8.0
Costa Rica,2020-09-02,1121.0,869.0,242.0,10.0,10.0,-84.0
Yemen,2020-09-02,14.0,-2.0,15.0,1.0,15.0,44.0
US,2020-09-02,39670.0,9520.0,29094.0,1056.0,40.0,-90.0
Guatemala,2020-09-02,751.0,-14.0,753.0,12.0,16.0,-90.0
Niger,2020-09-02,0.0,0.0,0.0,0.0,18.0,8.0
Finland,2020-09-02,19.0,-131.0,150.0,0.0,62.0,26.0
Guyana,2020-09-02,9.0,-28.0,37.0,0.0,5.0,-59.0
Saint Kitts and Nevis,2020-09-02,0.0,0.0,0.0,0.0,17.0,-63.0
Guinea-Bissau,2020-09-02,0.0,0.0,0.0,0.0,12.0,-15.0
Guinea,2020-09-02,0.0,0.0,0.0,0.0,10.0,-10.0
Congo-Brazzaville,2020-09-02,0.0,0.0,0.0,0.0,-1.0,15.0
Angola,2020-09-02,48.0,14.0,31.0,3.0,-12.0,18.0
West Bank and Gaza,2020-09-02,594.0,446.0,145.0,3.0,32.0,35.0
France,2020-09-02,7092.0,6684.0,382.0,26.0,47.0,2.0
United Kingdom,2020-09-02,1514.0,1471.0,33.0,10.0,55.0,0.0
Sri Lanka,2020-09-02,9.0,5.0,4.0,0.0,8.0,81.0
Gabon,2020-09-02,5.0,-66.0,71.0,0.0,-1.0,12.0
Nicaragua,2020-09-02,0.0,0.0,0.0,0.0,13.0,-85.0
South Korea,2020-09-02,195.0,19.0,173.0,3.0,36.0,128.0
Holy See,2020-09-02,0.0,0.0,0.0,0.0,42.0,12.0
Honduras,2020-09-02,757.0,4.0,717.0,36.0,15.0,-86.0
Morocco,2020-09-02,1672.0,205.0,1435.0,32.0,32.0,-7.0
Portugal,2020-09-02,390.0,258.0,129.0,3.0,39.0,-8.0
Uruguay,2020-09-02,15.0,1.0,14.0,0.0,-33.0,-56.0
Australia,2020-09-02,126.0,108.0,3.0,15.0,-25.0,133.0
Indonesia,2020-09-02,3075.0,1050.0,1914.0,111.0,-1.0,114.0
Cameroon,2020-09-02,51.0,50.0,0.0,1.0,4.0,12.0
Saint Lucia,2020-09-02,0.0,0.0,0.0,0.0,14.0,-61.0
United Arab Emirates,2020-09-02,735.0,194.0,538.0,3.0,23.0,54.0
Grenada,2020-09-02,0.0,0.0,0.0,0.0,12.0,-62.0
India,2020-09-02,83883.0,14256.0,68584.0,1043.0,21.0,78.0
Zambia,2020-09-02,34.0,17.0,15.0,2.0,-13.0,28.0
Mozambique,2020-09-02,78.0,76.0,0.0,2.0,-19.0,36.0
Canada,2020-09-02,519.0,82.0,434.0,3.0,60.0,-110.0
South Sudan,2020-09-02,5.0,5.0,0.0,0.0,8.0,30.0
Brazil,2020-09-02,46934.0,3681.0,42069.0,1184.0,-10.0,-52.0
Iceland,2020-09-02,5.0,-4.0,9.0,0.0,65.0,-19.0
Croatia,2020-09-02,311.0,74.0,233.0,4.0,45.0,15.0
Fiji,2020-09-02,0.0,0.0,0.0,0.0,-18.0,178.0
Sudan,2020-09-02,0.0,0.0,0.0,0.0,13.0,30.0
Hungary,2020-09-02,365.0,280.0,82.0,3.0,47.0,20.0
Nepal,2020-09-02,1120.0,-4.0,1112.0,12.0,28.0,84.0
Jamaica,2020-09-02,224.0,213.0,8.0,3.0,18.0,-77.0
Tunisia,2020-09-02,233.0,228.0,4.0,1.0,34.0,10.0
Bhutan,2020-09-02,0.0,-2.0,2.0,0.0,28.0,90.0
Paraguay,2020-09-02,800.0,530.0,260.0,10.0,-23.0,-58.0
Comoros,2020-09-02,0.0,0.0,0.0,0.0,-12.0,44.0
Italy,2020-09-02,1326.0,1063.0,257.0,6.0,43.0,12.0
Lebanon,2020-09-02,598.0,385.0,207.0,6.0,34.0,36.0
Liechtenstein,2020-09-02,0.0,0.0,0.0,0.0,47.0,10.0
